State,District Name,Market Name,Commodity,Date,TempMax,TempMin,Humidity,Precipitation,Windspeed,SolarRadiation,Crop stage growth,Soil Moisture,Soil type,Soil ph,N,P,K,Water Requirement,Crop Yield
Kerala,Kannur,Kannur,Banana - Green,26-02-2021,33.1,25.9,81.2,0.1,14.8,248.1,Vegetative stage,139.625,loamy to humid,6.469370954,83,94,47,7.68,8.725974026
Kerala,Kannur,Kannur,Banana - Green,27-02-2021,32.8,26.4,82.4,0,11.5,249.2,Vegetative stage,140.25,loamy to humid,5.720726906,102,73,54,8.18,8.860409146
Kerala,Kannur,Kannur,Banana - Green,28-02-2021,32.6,26.2,82.3,0.2,15.8,257.1,Vegetative stage,140.9,loamy to humid,5.80766417,86,79,45,8.6,10.77995301
Kerala,Kannur,Kannur,Banana - Green,01-03-2021,32.1,25.4,81.8,1,13.3,248.4,Vegetative stage,140.275,loamy to humid,5.703381728,117,86,53,0.8,9.209677419
Kerala,Kannur,Kannur,Banana - Green,02-03-2021,32.1,24.9,81.4,0.7,16.9,271.6,Vegetative stage,139.975,loamy to humid,6.165001278,111,79,53,8.65,6.580926181
Kerala,Kannur,Kannur,Banana - Green,03-03-2021,32.2,24.3,82.1,0.5,16.9,271.6,Vegetative stage,139.65,loamy to humid,6.002481605,95,74,50,10.15,7.774358974
Kerala,Kannur,Kannur,Banana - Green,04-03-2021,33.5,22.9,74.8,0,16.6,288.7,Shooting stage,139.025,loamy to humid,6.212369363,91,75,55,9.65,7.264224474
Kerala,Kannur,Kannur,Banana - Green,05-03-2021,32.4,23.9,76.2,0,15.5,292.6,Shooting stage,138.45,loamy to humid,5.765308943,93,83,46,0.65,8.131082842
Kerala,Kannur,Kannur,Banana - Green,06-03-2021,32.6,25.6,76.9,0,15.5,278.2,Shooting stage,137.85,loamy to humid,5.740764682,92,85,51,6.695,8.694939585
Kerala,Kannur,Kannur,Banana - Green,07-03-2021,33.2,25.4,78.9,0,16.2,279.5,Shooting stage,137.425,loamy to humid,5.879119455,104,80,54,8.2,8.598274209
Kerala,Kannur,Kannur,Banana - Green,08-03-2021,33.2,26.3,80,0,16.6,275,Shooting stage,137.525,loamy to humid,6.099478745,103,72,51,7.7,8.893756294
Kerala,Kannur,Kannur,Banana - Green,09-03-2021,32.4,27.4,79,0,18.4,280.1,Shooting stage,139.275,loamy to humid,5.674403359,92,75,45,0.6,8.526109661
Kerala,Kannur,Kannur,Banana - Green,10-03-2021,33,25.4,78.6,0.4,15.5,263,Shooting stage,141,loamy to humid,5.694243847,93,85,49,7.695,11.44803854
Kerala,Kannur,Kannur,Banana - Green,11-03-2021,33.1,25.3,81.7,1.4,8.6,200.2,Shooting stage,144,loamy to humid,5.905494703,120,87,52,9.2,9.795652174
Kerala,Kannur,Kannur,Banana - Green,12-03-2021,33.5,25.6,80.1,0.9,12.2,243.9,Shooting stage,145.725,loamy to humid,6.110844721,108,72,46,8.7,8.076658477
Kerala,Kannur,Kannur,Banana - Green,13-03-2021,33,24.9,81.9,1.2,15.1,264.9,Shooting stage,144.55,loamy to humid,6.020445317,105,88,54,0.8,7.151612903
Kerala,Kannur,Kannur,Banana - Green,14-03-2021,33.4,25.2,80,0,16.6,276.8,Shooting stage,143.8,loamy to humid,6.435917308,98,79,50,8.7,8.294478528
Kerala,Kannur,Kannur,Banana - Green,15-03-2021,34,25.7,79.7,1.5,11.2,254.7,Shooting stage,143.125,loamy to humid,5.505393833,111,88,55,10.2,8.725974026
Kerala,Kannur,Kannur,Banana - Green,16-03-2021,33.3,24.9,79,0.3,11.9,251.9,Shooting stage,142.3,loamy to humid,5.677719902,97,74,45,9.6,8.860409146
Kerala,Kannur,Kannur,Banana - Green,17-03-2021,33,25.9,79.9,0.1,14,268.1,Shooting stage,141.725,loamy to humid,5.719014989,95,82,48,0.7,10.77995301
Kerala,Kannur,Kannur,Banana - Green,18-03-2021,33,25,81.7,0.7,16.2,256.4,Shooting stage,141.5,loamy to humid,6.275572298,89,91,55,9.5,9.209677419
Kerala,Kannur,Kannur,Banana - Green,19-03-2021,32.9,26.7,80.7,1.3,15.8,267.2,Shooting stage,142.125,loamy to humid,6.275384607,89,85,55,11,6.580926181
Kerala,Kannur,Kannur,Banana - Green,20-03-2021,32.2,26.6,82.3,2.8,12.6,258.5,Shooting stage,142.3,loamy to humid,6.201911642,118,88,51,10.5,7.774358974
Kerala,Kannur,Kannur,Banana - Green,21-03-2021,32.8,26.4,79.7,0.2,11.2,262.5,Shooting stage,142.5,loamy to humid,5.758054257,101,92,45,1.5,7.264224474
Kerala,Kannur,Kannur,Banana - Green,22-03-2021,33.6,26.3,80.4,0,18.4,274.8,Shooting stage,142.875,loamy to humid,6.323933647,99,92,47,5.92,8.131082842
Kerala,Kannur,Kannur,Banana - Green,23-03-2021,33,26.3,78,0,12.2,276.7,Shooting stage,143.6,loamy to humid,5.901100841,82,77,46,7.42,8.694939585
Kerala,Kannur,Kannur,Banana - Green,24-03-2021,33.2,26.9,80.6,0.8,15.1,274.9,Shooting stage,144.775,loamy to humid,5.644486582,90,86,55,6.9,8.598274209
Kerala,Kannur,Kannur,Banana - Green,25-03-2021,33.1,27,82,1.4,10.4,220,Shooting stage,146.675,loamy to humid,6.235461772,95,88,52,0.1,8.893756294
Kerala,Kannur,Kannur,Banana - Green,26-03-2021,33,26.4,83,0.4,16.6,267.8,Shooting stage,149.125,loamy to humid,6.28236237,104,73,46,6.92,8.526109661
Kerala,Kannur,Kannur,Banana - Green,27-03-2021,33,26.6,80.7,1,17.3,282.5,Shooting stage,150.1,loamy to humid,6.356090905,102,73,52,8.42,11.44803854
Kerala,Kannur,Kannur,Banana - Green,28-03-2021,32.2,26,81.2,3.8,11.2,230.3,Shooting stage,151.275,loamy to humid,5.837258235,100,74,52,7.9,9.795652174
Kerala,Kannur,Kannur,Banana - Green,29-03-2021,32.4,25.3,82.4,7.5,9.4,256,Shooting stage,152.2,loamy to humid,5.653437902,94,89,48,0.5,8.076658477
Kerala,Kannur,Kannur,Banana - Green,30-03-2021,34.5,25.7,77.7,3,11.9,276.3,Shooting stage,152.85,loamy to humid,5.727469947,99,70,46,7.92,7.151612903
Kerala,Kannur,Kannur,Banana - Green,31-03-2021,32.2,27,83.6,4.1,13.7,211,Shooting stage,152.025,loamy to humid,6.200111068,112,87,48,9.42,8.294478528
Kerala,Kannur,Kannur,Banana - Green,01-04-2021,33,27.4,77.3,0.2,15.8,275.7,Shooting stage,152.4,loamy to humid,5.614471478,117,82,45,8.9,8.725974026
Kerala,Kannur,Kannur,Banana - Green,02-04-2021,33.4,27,75.8,0,15.1,285.3,Shooting stage,152.7,loamy to humid,6.257369799,96,86,51,0.8,8.860409146
Kerala,Kannur,Kannur,Banana - Green,03-04-2021,33.1,27.2,74.8,0.2,16.2,239.1,Shooting stage,151.65,loamy to humid,6.037430836,113,85,45,8.92,10.77995301
Kerala,Kannur,Kannur,Banana - Green,04-04-2021,33,26,73.5,0,16.6,254.4,Shooting stage,150.7,loamy to humid,5.760457558,105,93,46,10.42,9.209677419
Kerala,Kannur,Kannur,Banana - Green,05-04-2021,33.8,26.9,77.9,0,18,275.8,Shooting stage,149.675,loamy to humid,6.158164422,85,89,51,9.9,6.580926181
Kerala,Kannur,Kannur,Banana - Green,06-04-2021,33.1,27.9,82.4,0.1,11.2,259.8,Shooting stage,149.025,loamy to humid,6.387431383,108,94,47,0.92,7.774358974
Kerala,Kannur,Kannur,Banana - Green,07-04-2021,33.2,26.9,81.9,1.5,13,270.8,Shooting stage,149.475,loamy to humid,5.891413895,92,81,52,4.89,7.264224474
Kerala,Kannur,Kannur,Banana - Green,08-04-2021,32.6,26,81.4,3,10.8,219.7,Shooting stage,149.975,loamy to humid,5.725418961,110,71,54,6.39,8.131082842
Kerala,Kannur,Kannur,Banana - Green,09-04-2021,33.1,26.9,81.7,1.5,10.1,254.1,Shooting stage,150.2,loamy to humid,6.281069505,82,75,55,5.8,8.694939585
Kerala,Kannur,Kannur,Banana - Green,10-04-2021,33.2,25.9,81,1,10.1,257.2,Shooting stage,152,loamy to humid,5.507641778,117,81,53,0.1,8.598274209
Kerala,Kannur,Kannur,Banana - Green,11-04-2021,33,26,81.8,3.4,10.8,249.4,Shooting stage,152.525,loamy to humid,5.98389318,91,94,46,5.6,8.893756294
Kerala,Kannur,Kannur,Banana - Green,12-04-2021,33.1,25,82.9,5.9,11.5,240.1,Shooting stage,153.3,loamy to humid,5.98389318,105,95,50,7.1,8.526109661
Kerala,Kannur,Kannur,Banana - Green,13-04-2021,32,25,81.2,4.5,9.4,226,Shooting stage,155.125,loamy to humid,5.98389318,108,92,53,6.6,11.44803854
Kerala,Kannur,Kannur,Banana - Green,14-04-2021,33.3,25.9,80.6,3,11.2,225,Shooting stage,156.775,loamy to humid,5.98389318,86,76,54,0.2,9.795652174
Kerala,Kannur,Kannur,Banana - Green,15-04-2021,33,26,78.3,2.1,9.4,223.7,Shooting stage,157.2,loamy to humid,5.98389318,80,77,49,6.5,8.076658477
Kerala,Kannur,Kannur,Banana - Green,16-04-2021,33,26.4,78.1,1.8,11.2,253,Shooting stage,157.175,loamy to humid,5.98389318,93,94,53,8.1,7.151612903
Kerala,Kannur,Kannur,Banana - Green,17-04-2021,33.1,25.6,80.5,1.1,8.3,226.2,Shooting stage,157.525,loamy to humid,5.98389318,90,92,55,7.5,8.294478528
Kerala,Kannur,Kannur,Banana - Green,18-04-2021,32.4,26.3,82.6,15,7.6,211.1,Shooting stage,158.1,loamy to humid,5.98389318,108,89,53,0.5,8.725974026
Kerala,Kannur,Kannur,Banana - Green,19-04-2021,33,25.9,80.8,2.8,9.4,235,Shooting stage,158.675,loamy to humid,5.98389318,108,88,55,7.5,8.860409146
Kerala,Kannur,Kannur,Banana - Green,20-04-2021,31,26.9,84.2,10.1,9,230.2,Shooting stage,158.325,loamy to humid,5.98389318,105,77,52,9,10.77995301
Kerala,Kannur,Kannur,Banana - Green,21-04-2021,32.2,25.9,82.4,5.9,18.4,213,Shooting stage,157.6,loamy to humid,5.98389318,118,88,52,8.5,9.209677419
Kerala,Kannur,Kannur,Banana - Green,22-04-2021,33,26.9,82.9,5.4,9.4,237.9,Shooting stage,157.45,loamy to humid,5.98389318,101,87,54,0.8,6.580926181
Kerala,Kannur,Kannur,Banana - Green,23-04-2021,32.4,26.6,80.8,11,8.3,254.6,Shooting stage,157.325,loamy to humid,5.98389318,95,75,50,3.65,7.774358974
Kerala,Kannur,Kannur,Banana - Green,24-04-2021,33.1,27,79.7,2.6,9.4,256.7,Shooting stage,157,loamy to humid,5.98389318,106,85,53,5.15,7.264224474
Kerala,Kannur,Kannur,Banana - Green,25-04-2021,33.1,26.9,84,7.2,9.4,213,Shooting stage,156.475,loamy to humid,5.98389318,86,95,49,4.65,8.131082842
Kerala,Kannur,Kannur,Banana - Green,26-04-2021,34,27.2,81.4,1.4,7.6,256.8,Shooting stage,156.8,loamy to humid,5.98389318,83,79,55,0.1,8.694939585
Kerala,Kannur,Kannur,Banana - Green,27-04-2021,33,26.3,82.9,9.5,7.6,207.4,Shooting stage,156.725,loamy to humid,5.98389318,85,95,47,4.65,8.598274209
Kerala,Kannur,Kannur,Banana - Green,28-04-2021,33.2,26.4,82.9,4,11.2,241.6,Shooting stage,156.525,loamy to humid,5.98389318,109,79,45,6.15,8.893756294
Kerala,Kannur,Kannur,Banana - Green,29-04-2021,32.2,27.3,81.7,5.3,9.4,229.6,Shooting stage,156.15,loamy to humid,5.98389318,100,76,45,5.65,8.526109661
Kerala,Kannur,Kannur,Banana - Green,30-04-2021,33,26,81.4,8.8,9.4,251.4,Shooting stage,155.675,loamy to humid,5.98389318,117,86,48,0.2,11.44803854
Kerala,Kannur,Kannur,Banana - Green,01-05-2021,32.7,25.9,82.2,8.6,9.4,248.1,Establishment stage,155.725,loamy to humid,5.98389318,114,94,53,5,9.795652174
Kerala,Kannur,Kannur,Banana - Green,02-05-2021,33,25.9,81.4,7.7,11.2,247.1,Establishment stage,156.875,loamy to humid,5.98389318,110,78,50,6.5,8.076658477
Kerala,Kannur,Kannur,Banana - Green,03-05-2021,32,26,80.9,10.1,8.6,215.7,Establishment stage,160.775,loamy to humid,5.98389318,94,70,48,6,7.151612903
Kerala,Kannur,Kannur,Banana - Green,04-05-2021,32,25.3,82,5.9,11.2,180,Establishment stage,163,loamy to humid,5.98389318,80,71,47,0.3,8.294478528
Kerala,Kannur,Kannur,Banana - Green,05-05-2021,33,24.7,81.7,1.6,9.4,251.1,Establishment stage,162.925,loamy to humid,5.98389318,114,79,51,5.15,8.725974026
Kerala,Kannur,Kannur,Banana - Green,06-05-2021,33.2,26,81.4,3.5,8.3,252.1,Establishment stage,162.55,loamy to humid,5.98389318,88,78,45,6.65,8.860409146
Kerala,Kannur,Kannur,Banana - Green,07-05-2021,33,25.9,80,4,9,242.1,Establishment stage,163.3,loamy to humid,5.98389318,112,73,48,6.2,10.77995301
Kerala,Kannur,Kannur,Banana - Green,08-05-2021,33,25,81.5,0.9,11.5,250.8,Establishment stage,164.525,loamy to humid,5.98389318,117,76,47,0.2,9.209677419
Kerala,Kannur,Kannur,Banana - Green,09-05-2021,33,26.7,80.1,2.8,7.6,223.1,Establishment stage,165.45,loamy to humid,5.98389318,111,87,48,6.97,6.580926181
Kerala,Kannur,Kannur,Banana - Green,10-05-2021,33,25.9,80.4,17.4,7.6,222.8,Establishment stage,167.65,loamy to humid,5.98389318,89,83,47,8.47,7.774358974
Kerala,Kannur,Kannur,Banana - Green,11-05-2021,32,26.3,83.8,20.2,9.4,159.3,Establishment stage,168.725,loamy to humid,5.98389318,93,91,47,7.8,7.264224474
Kerala,Kannur,Kannur,Banana - Green,12-05-2021,31,25.9,83,14,11.5,133.1,Establishment stage,169.4,loamy to humid,5.98389318,92,81,52,0.2,8.131082842
Kerala,Kannur,Kannur,Banana - Green,13-05-2021,31,24.9,85,12,16.9,224.7,Establishment stage,170,loamy to humid,5.98389318,105,74,45,7.9,8.694939585
Kerala,Kannur,Kannur,Banana - Green,14-05-2021,30,24.2,87.7,56.8,31.7,47.5,Establishment stage,169.9,loamy to humid,5.98389318,102,71,48,9.4,8.598274209
Kerala,Kannur,Kannur,Banana - Green,15-05-2021,31,25.4,91.9,98.3,32.8,48.6,Establishment stage,171.425,loamy to humid,5.98389318,94,91,51,8.9,8.893756294
Kerala,Kannur,Kannur,Banana - Green,16-05-2021,30.4,24.9,91.5,86.3,25.6,70.3,Establishment stage,169.9,loamy to humid,5.98389318,116,71,47,0.8,8.526109661
Kerala,Kannur,Kannur,Banana - Green,17-05-2021,33,25,87.7,12.8,14.8,188.5,Establishment stage,168.1,loamy to humid,5.98389318,117,79,49,8.8,11.44803854
Kerala,Kannur,Kannur,Banana - Green,18-05-2021,32,25.9,88.7,28.8,15.8,152.3,Establishment stage,166.1,loamy to humid,5.98389318,119,72,55,10.3,9.795652174
Kerala,Kannur,Kannur,Banana - Green,19-05-2021,31,24.9,87.1,15.1,18.4,185.2,Establishment stage,165.025,loamy to humid,5.98389318,99,73,53,9.8,8.076658477
Kerala,Kannur,Kannur,Banana - Green,20-05-2021,32.1,25.1,85.9,15.7,7.2,190.2,Establishment stage,165,loamy to humid,5.98389318,91,84,52,0.8,7.151612903
Kerala,Kannur,Kannur,Banana - Green,21-05-2021,31,26,88.4,33.3,9.7,111.1,Establishment stage,164.55,loamy to humid,5.98389318,80,90,47,9.95,8.294478528
Kerala,Kannur,Kannur,Banana - Green,22-05-2021,29,25,84.3,5.5,10.4,221.4,Establishment stage,164.85,loamy to humid,5.98389318,101,70,48,11.45,8.725974026
Kerala,Kannur,Kannur,Banana - Green,23-05-2021,31,25.2,81.1,3.3,13,212.2,Establishment stage,165.6,loamy to humid,5.98389318,108,89,53,10.95,8.860409146
Kerala,Kannur,Kannur,Banana - Green,24-05-2021,32,26.3,81.5,3.1,16.2,231.8,Establishment stage,165.375,loamy to humid,5.98389318,100,80,52,1.95,10.77995301
Kerala,Kannur,Kannur,Banana - Green,25-05-2021,31,25.6,86.3,7.4,12.2,208.9,Establishment stage,166.3,loamy to humid,5.98389318,109,91,53,7.98,9.209677419
Kerala,Kannur,Kannur,Banana - Green,26-05-2021,30,25,87.4,12.1,11.2,168.8,Establishment stage,170.975,loamy to humid,5.98389318,82,78,46,9.48,6.580926181
Kerala,Kannur,Kannur,Banana - Green,27-05-2021,30,25,81.5,3.9,18,247.1,Establishment stage,170.275,loamy to humid,5.98389318,106,70,55,8.9,7.774358974
Kerala,Kannur,Kannur,Banana - Green,28-05-2021,31.6,24.6,83.2,3.7,14.4,201.5,Establishment stage,167.675,loamy to humid,5.98389318,90,86,52,0.8,7.264224474
Kerala,Kannur,Kannur,Banana - Green,29-05-2021,31,25.4,87.1,13.1,13.3,175.5,Establishment stage,166,loamy to humid,5.98389318,83,95,50,8.6,8.131082842
Kerala,Kannur,Kannur,Banana - Green,30-05-2021,31.5,25.4,84.7,5.8,12.2,201.3,Establishment stage,164.55,loamy to humid,5.98389318,119,90,48,10.1,8.694939585
Kerala,Kannur,Kannur,Banana - Green,31-05-2021,31.5,26,85.2,29.3,11.9,179.8,Establishment stage,163.25,loamy to humid,5.98389318,107,72,45,9.6,8.598274209
Kerala,Kannur,Kannur,Banana - Green,01-06-2021,31.1,23.5,85,10.4,11.2,208.7,Establishment stage,162.25,loamy to humid,5.98389318,116,81,55,0.6,8.893756294
